十;shi2;43.9507798748;0.0957024055
民;min2;44.1243142558;0.095540135
第;di4;44.292672517;0.0953313538
公;gong1;44.4573336973;0.0950026785
此;ci3;44.6219473334;0.0946802045
已;yi3;44.7863589065;0.0942672932
工;gong1;44.9504547239;0.0938864225
使;shi3;45.1138999088;0.0935009008
情;qing2;45.2756019774;0.0932745489
明;ming2;45.4357397375;0.0928182277
性;xing4;45.5958625107;0.0921371049
知;zhi1;45.7541972074;0.090737134
全;quan2;45.9119448362;0.0904182775
三;san1;46.0691880827;0.0893495659
又;you4;46.2257393539;0.0882389946
关;guan1;46.3820529039;0.0876064496
点;dian3;46.5375018724;0.0872937946
正;zheng1;46.6908888683;0.0870049117
业;ye4;46.8439446048;0.0867744255
外;wai4;46.9967295459;0.0858090709
将;jiang1;47.1494839968;0.085693311
两;liang3;47.3017288974;0.084971879
高;gao1;47.4534270394;0.0842039362
间;jian1;47.604445609;0.0824411822
由;you2;47.7554497085;0.0819305984
问;wen4;47.9044063054;0.0810856548
很;hen3;48.0513035135;0.080500654
最;zui4;48.1979097716;0.0802200397
重;chong2;48.3440788294;0.0793068803
并;bing4;48.4896137919;0.0782190476
物;wu4;48.6349058654;0.07702269
手;shou3;48.7798341221;0.0768604195
应;ying1;48.9247324053;0.0767105518
战;zhan4;49.068799698;0.0762976405
向;xiang4;49.2119419453;0.0757942918
头;tou2;49.3540118635;0.075084229
文;wen2;49.4957257167;0.0747255802
体;ti3;49.6372173523;0.0746770023
政;zheng4;49.7766862908;0.0741343779
美;mei3;49.9159350789;0.0737669437
相;xiang1;50.0550148783;0.0735028665
见;jian4;50.1940714223;0.072092043
被;bei4;50.333037529;0.0715892111
利;li4;50.4719560914;0.0714636324
什;shen2;50.6103868086;0.0714279742
二;er4;50.7486299328;0.0707799256
等;deng3;50.8862477471;0.0704259278
产;chan3;51.0232805605;0.0703277386
或;huo4;51.1580508886;0.0701416959
新;xin1;51.2892734868;0.0693629008
己;ji3;51.4189317764;0.0692755641
制;zhi4;51.5485177161;0.0688073567
身;shen1;51.6775718838;0.0680264944
果;guo3;51.8051304754;0.0665743281
加;jia1;51.9310441399;0.0662446193
西;xi1;52.0569428176;0.0660430731
斯;si1;52.1814363565;0.0654374009
月;yue4;52.3057572892;0.0651743572
话;hua4;52.4298203462;0.0647118345
合;ge3;52.5534751428;0.0644012467
回;hui2;52.6771123688;0.0642984064
特;te2;52.8006710434;0.0635139266
代;dai4;52.9204277298;0.0629459798
内;nei4;53.0399761518;0.0625428873
信;xin4;53.1589648955;0.062416275
表;biao3;53.2761552269;0.0622705416
化;hua4;53.3922918334;0.0621697685
老;lao3;53.5075607577;0.0618767513
给;gei3;53.6201243118;0.0615806334
世;shi4;53.7312279479;0.061213716
位;wei4;53.8423279665;0.0608126907
次;ci4;53.9533628702;0.0604240683
度;du4;54.0641492003;0.0603656716
门;men2;54.1741050566;0.0601992668
任;ren4;54.2839141459;0.0597941073
常;chang2;54.3936322811;0.0596581927
先;xian1;54.5024817004;0.0594752508
海;hai3;54.6106458627;0.0592080729
通;tong1;54.7186777279;0.0587336641
教;jiao1;54.8266212229;0.0580318699
儿;er2;54.9340231271;0.0573476464
原;yuan2;55.0412968686;0.057081502
东;dong1;55.1478776012;0.0565166559
声;sheng1;55.2543782321;0.0562582634
提;di1;55.3604013535;0.0560071057
立;li4;55.4663345544;0.0558990977
及;ji2;55.5710719144;0.0555011731
比;bi3;55.6747622677;0.0552867073
员;yuan2;55.778231437;0.0549750859
解;jie3;55.8816349746;0.0544722539
水;shui3;55.9844405918;0.0540350536
名;ming2;56.0870126221;0.0537554729
真;zhen1;56.1895510614;0.0536588342
论;lun2;56.2914430025;0.053418529
处;chu3;56.3918217967;0.053310521
走;zou3;56.4918812177;0.0527890847
义;yi4;56.5918827587;0.0521487879
各;ge4;56.6918470913;0.0520630016
入;ru4;56.7912936051;0.0518082265
几;ji1;56.8906998097;0.0515699886
口;kou3;56.9898894813;0.0512382126
认;ren4;57.0890429779;0.0510697405
条;tiao2;57.1878936385;0.0508759462
平;ping2;57.2867375808;0.0507798241
系;xi4;57.3853241642;0.0505917143
气;qi4;57.4838683711;0.0502496026
题;ti2;57.5820167207;0.0501043859
活;huo2;57.6801418149;0.0497798449
尔;er3;57.7782198817;0.0494341157
更;geng1;57.8750540467;0.0493049193
别;bie2;57.9715037235;0.0490444596
打;da2;58.0677012092;0.0485101038
女;nu:3;58.1634036147;0.048427935
变;bian4;58.2590713956;0.0482951212
四;si4;58.3546115306;0.0475711052
神;shen2;58.4499862943;0.0471514757
总;zong3;58.5453176481;0.0467530344
何;he2;58.6405792359;0.0465762938
电;dian4;58.7355819144;0.0464341779
数;shu3;58.830314831;0.0463158341
安;an1;58.9249950355;0.0461344425
少;shao3;59.0195760173;0.0456047378
报;bao4;59.1138433105;0.0454254134
才;cai2;59.2077560891;0.0452373036
结;jie1;59.3016425116;0.0447499752
反;fan3;59.3953795833;0.0444895155
受;shou4;59.4888804841;0.0444212999
目;mu4;59.5823291897;0.0443556681
太;tai4;59.6756037386;0.0441784108
量;liang2;59.7686291971;0.0437303581
再;zai4;59.8614474248;0.0436549075
感;gan3;59.9536331075;0.0435954772
建;jian4;60.0457702124;0.0435494833
务;wu4;60.1367683228;0.0430823096
做;zuo4;60.2275054568;0.0428254673
接;jie1;60.3181872947;0.0427531174
必;bi4;60.4086055722;0.0427076403
场;chang3;60.4983360087;0.0426859353
件;jian4;60.5876855746;0.0425923973
计;ji4;60.6765462617;0.0422998968
管;guan3;60.7647852563;0.041909724
期;qi1;60.8525384729;0.0417071443
市;shi4;60.9401449225;0.0415805319
直;zhi2;61.0277084789;0.041544357
德;de2;61.1150022735;0.0415081821
资;zi1;61.2022821149;0.0413810529
命;ming4;61.2892870266;0.0411919095
山;shan1;61.3761803127;0.0410301558
金;jin1;61.4629547382;0.0407624611
指;zhi3;61.5491880897;0.0406441173
克;ke4;61.6349971606;0.0404322354
许;xu3;61.7208010637;0.0402151856
统;tong3;61.8064943747;0.0399056313
区;ou1;61.8916476453;0.0396715276
保;bao3;61.9766195243;0.039663259
至;zhi4;62.0611562702;0.0395557677
队;dui4;62.1453602064;0.0394679143
形;xing2;62.2291047207;0.0393692083
社;she4;62.3115459029;0.039297892
便;bian4;62.3939622794;0.0392260589
空;kong1;62.4758928778;0.0389666327
决;jue2;62.5575237409;0.0387159919
治;zhi4;62.6386093957;0.0384793044
展;zhan3;62.7196201166;0.0383289198
马;ma3;62.8001207706;0.0382043746
科;ke1;62.8806100553;0.0378736321
司;si1;62.960830095;0.0378369404
五;wu3;63.0405783099;0.0374839762
基;ji1;63.1198851902;0.0373635653
眼;yan3;63.1984773567;0.0372467718
书;shu1;63.2766964043;0.0371537505
非;fei1;63.3541702478;0.0368183569
则;ze2;63.4311929378;0.0365015676
听;ting1;63.5081877215;0.0364121638
白;bai2;63.585048141;0.0362095841
却;que4;63.661883238;0.0360132057
界;jie4;63.7385937898;0.0359894335
达;da2;63.8150299287;0.0359072647
光;guang1;63.8913275692;0.0358938283
放;fang4;63.9676050551;0.0358442169
强;qiang2;64.0433993469;0.0356814296
即;ji2;64.1190871809;0.0356188986
像;xiang4;64.1941714099;0.0355274276
难;nan2;64.26889699;0.0353930635
且;qie3;64.3436225702;0.0353605061
权;quan2;64.4183011228;0.035242679
思;si1;64.4929781251;0.0351837655
王;wang2;64.5673683117;0.0350974624
象;xiang4;64.6415026896;0.0350028907
完;wan2;64.7154649781;0.034833902
设;she4;64.7892319218;0.0347631024
式;shi4;64.8627663122;0.03465096
色;se4;64.9362691787;0.0344354607
路;lu4;65.0095555122;0.0343010965
记;ji4;65.0816475552;0.0341259063
南;nan2;65.1535209982;0.0340473551
品;pin3;65.2251102093;0.0337315993
住;zhu4;65.2966865008;0.0335987855
告;gao4;65.3681501332;0.0334732067
类;lei4;65.4396111816;0.0333631315
求;qiu2;65.5110391558;0.0333300572
据;ju1;65.5823503365;0.0333006005
程;cheng2;65.6531302621;0.0330292884
北;bei3;65.7238983017;0.032852031
边;bian1;65.7943242295;0.0327729629
死;si3;65.8647072641;0.0326577198
张;zhang1;65.9350350027;0.0323977769
该;gai1;66.0053451707;0.0322479092
交;jiao1;66.0754868666;0.0321331829
规;gui1;66.1450089372;0.0320153559
万;wan4;66.214371838;0.0319688452
取;qu3;66.2836737581;0.0318582532
拉;la1;66.3529493222;0.0317967557
格;ge2;66.4221912953;0.0314551608
望;wang4;66.490998652;0.031372992
觉;jiao4;66.559235478;0.0312520642
术;shu4;66.6272619724;0.031101163
领;ling3;66.6949572076;0.0309781681
共;gong4;66.7615315357;0.0308169311
确;que4;66.8278955324;0.0305368336
传;chuan2;66.8941401517;0.0304174563
师;shi1;66.9603330924;0.0303053139
观;guan1;67.0263761655;0.0302055744
清;qing1;67.0923778957;0.0300484717
今;jin1;67.1578152966;0.0299978267
切;qie1;67.2231322866;0.0298412408
院;yuan4;67.2883066438;0.029626775
让;rang4;67.3532458639;0.0290986205
识;shi2;67.4179576984;0.0289590886
候;hou4;67.4824860743;0.0289079268
带;dai4;67.546887321;0.0287317031
导;dao3;67.6112079492;0.0285399758
争;zheng1;67.6755063556;0.0284562567
运;yun4;67.7395375842;0.0283260268
笑;xiao4;67.8030515108;0.0281699577
飞;fei1;67.8662491649;0.0281301653
风;feng1;67.9291951447;0.027993734
步;bu4;67.9918641276;0.0278970952
改;gai3;68.0544070149;0.0276273333
收;shou1;68.1168847874;0.0275849569
根;gen1;68.1793010624;0.0274247535
干;gan1;68.2416067453;0.027406666
造;zao4;68.3038772869;0.0273100272
言;yan2;68.3660506729;0.0272464626
联;lian2;68.4282204414;0.0271844484
持;chi2;68.4902294897;0.0270764403
组;zu3;68.552106241;0.0270175268
每;mei3;68.6139106424;0.0269079684
济;ji4;68.6754912758;0.0267653357
车;che1;68.7368977527;0.0265632727
亲;qin1;68.7981114687;0.0264635331
极;ji2;68.8589556833;0.0264046197
林;lin2;68.919768374;0.026211342
服;fu2;68.9802120801;0.0260764611
快;kuai4;69.0406361484;0.0260196147
办;ban4;69.1010503978;0.0259085059
议;yi4;69.1614160694;0.0258811164
往;wang3;69.2216416922;0.0257875782
元;yuan2;69.281840959;0.0257508865
英;ying1;69.3418877741;0.0256852547
士;shi4;69.4016818814;0.0254806079
证;zheng4;69.4614274108;0.0252511553
近;jin4;69.5210856035;0.0251927586
失;shi1;69.5806947016;0.0251271269
转;zhuan3;69.6401699524;0.0249627892
夫;fu1;69.6994886173;0.0249183456
令;ling4;69.7586966902;0.0248253243
准;zhun3;69.817546631;0.024696128
布;bu4;69.8762802951;0.0246516844
始;shi3;69.9346702971;0.0245788178
怎;zen3;69.992702167;0.0245576296
呢;ne;70.0506777074;0.0244656418
存;cun2;70.1080253538;0.0243297274
未;wei4;70.1651254601;0.0243100896
远;yuan3;70.2222069621;0.0242036318
叫;jiao4;70.2791210258;0.0240889055
台;tai2;70.3356376817;0.0240434284
单;chan2;70.3921527872;0.0237132026
影;ying3;70.4484110506;0.0235984764
具;ju4;70.5046429579;0.023548865
罗;luo1;70.5606500636;0.0234661794
字;zi4;70.6165755173;0.0233679902
爱;ai4;70.672474615;0.0232031357
击;ji1;70.7280357352;0.0230119252
流;liu2;70.7835369083;0.022993321
备;bei4;70.8388918312;0.0229581796
兵;bing1;70.8941785385;0.0228749772
连;lian2;70.9493784258;0.0227674859
调;diao4;71.0043535117;0.0227654188
深;shen1;71.0590934603;0.0226098664
商;shang1;71.1135657142;0.0225421676
算;suan4;71.1679795714;0.022324601
质;zhi4;71.222014625;0.0222155594
团;tuan2;71.2758383136;0.0221457933
集;ji2;71.3295937865;0.0221256387
百;bai3;71.3833073998;0.022086363
需;xu1;71.436966234;0.0220698259
价;jia4;71.4905227446;0.0220160803
花;hua1;71.5439412736;0.0219773214
党;dang3;71.597255412;0.0219664689
华;hua2;71.650565933;0.0218558769
城;cheng2;71.7037084987;0.0217463185
石;dan4;71.7564975834;0.0216760357
级;ji2;71.8092189693;0.0215819808
整;zheng3;71.8613677572;0.0215618262
府;fu3;71.913444712;0.0213757835
离;li2;71.9655077136;0.0212548558
况;kuang4;72.017537641;0.0212305669
亚;ya4;72.0693458675;0.0211964591
请;qing3;72.1211411744;0.0211551163
技;ji4;72.172711163;0.0210352221
际;ji4;72.2240858068;0.0209912954
约;yao1;72.2753240194;0.0209675233
示;shi4;72.3264666267;0.0209396169
复;fu4;72.3775363672;0.0209049923
病;bing4;72.4285389257;0.0207726953
息;xi1;72.4794148719;0.020713265
究;jiu1;72.5302546431;0.0206088744
线;xian4;72.5810344672;0.0205747665
似;si4;72.6317088672;0.0204786445
官;guan1;72.6823005815;0.0204114625
火;huo3;72.7328214962;0.0203282601
断;duan4;72.7830710988;0.0202435073
精;jing1;72.8332690229;0.0201597881
满;man3;72.8833734088;0.0200636661
支;zhi1;72.9334054448;0.0199318859
视;shi4;72.9831852897;0.0198771066
消;xiao1;73.0329325771;0.0198321463
越;yue4;73.0823666928;0.0198181931
器;qi4;73.1316907332;0.0197778839
容;rong2;73.1809956525;0.0197050171
照;zhao4;73.230100576;0.0196171637
须;xu1;73.2791450356;0.0195851231
九;jiu3;73.3280225737;0.0194977863
增;zeng1;73.3765326775;0.01944094
研;yan2;73.4249869685;0.0194202685
写;xie3;73.4734149035;0.0194104497
称;chen4;73.5218056299;0.0193660061
企;qi3;73.5701007511;0.0192771191
八;ba1;73.6180067331;0.0192233735
功;gong1;73.6655778383;0.0190285454
吗;ma3;73.7129355112;0.0189980551
包;bao1;73.7600869869;0.0189138192
片;pian1;73.8068865319;0.0188414693
史;shi3;73.8536395663;0.0187996096
委;wei1;73.9002861429;0.0187670521
乎;hu1;73.9468624367;0.0187246758
查;cha2;73.9933932535;0.0186621447
轻;qing1;74.0398274314;0.018620802
易;yi4;74.0861985615;0.0186171845
早;zao3;74.1325143956;0.0185479353
曾;ceng2;74.1786777782;0.0184037523
除;chu2;74.2248122207;0.0182786902
农;nong2;74.270502228;0.0182590524
找;zhao3;74.3161069658;0.0181846353
装;zhuang1;74.3616579579;0.0181298561
广;guang3;74.4070833713;0.0179960087
显;xian3;74.4524700257;0.0179365785
吧;ba1;74.4977073293;0.0178988532
阿;a1;74.5427498048;0.0178859335
李;li3;74.58749978;0.0178507921
标;biao1;74.6321107399;0.0178409732
谈;tan2;74.6766002554;0.0178130668
吃;chi1;74.7210313741;0.0177691401
图;tu2;74.765452674;0.0176931727
念;nian4;74.8098719066;0.017636843
六;liu4;74.8542275747;0.0176001513
引;yin3;74.8985367322;0.0174259948
历;li4;74.942715143;0.0173743162
首;shou3;74.9866604837;0.0172962817
医;yi1;75.0303908418;0.0172709592
局;ju2;75.074104146;0.0171717364
突;tu1;75.1177590535;0.0170626948
专;zhuan1;75.1613555642;0.0169619217
费;fei4;75.2049510414;0.0169303978
号;hao2;75.2485341157;0.0168957732
尽;jin3;75.292083599;0.0168161882
另;ling4;75.3353395483;0.0167598587
周;zhou1;75.3784218579;0.0167267844
较;jiao4;75.421247842;0.0166296289
注;zhu4;75.4640733093;0.0165510775
语;yu3;75.5068657024;0.0165118019
仅;jin3;75.5496188198;0.0164983655
考;kao3;75.592350749;0.0164068945
落;la4;75.6350583893;0.0163691691
青;qing1;75.6777546604;0.0163546992
随;sui2;75.7204405957;0.0162621946
选;xuan3;75.7630743357;0.0162115497
列;lie4;75.805666733;0.0161846768
武;wu3;75.8479723145;0.0161081927
红;hong2;75.8902722113;0.0160125874
响;xiang3;75.9324945904;0.0159841642
虽;sui1;75.9744043144;0.01596556
推;tui1;76.0162292857;0.0158988947
势;shi4;76.05793643;0.0157852019
参;can1;76.0996218694;0.0157500606
希;xi1;76.1412024013;0.0156808113
古;gu3;76.1827798325;0.0155278429
众;zhong4;76.2243241895;0.0155040708
构;gou4;76.26585511;0.0154575601
房;fang2;76.3073632921;0.015337666
半;ban4;76.3488006745;0.0152890882
节;jie2;76.3901817274;0.0152792693
土;tu3;76.4314258322;0.0152213894
投;tou2;76.4726177417;0.015202785
某;mou3;76.5136928578;0.0151387037
案;an4;76.5547230136;0.0150797902
黑;hei1;76.5954952935;0.0150534342
维;wei2;76.6362577546;0.0149645472
革;ge2;76.6769209929;0.0149433589
划;hua2;76.7175651102;0.0149144189
敌;di2;76.7581947575;0.014885479
致;zhi4;76.7986269929;0.0148017598
陈;chen2;76.8388917898;0.0147418127
律;lu:4;76.8791069754;0.0146301871
足;zu2;76.9190983931;0.0145650722
态;tai4;76.9590040244;0.0144498291
护;hu4;76.9987928623;0.0144136542
七;qi1;77.0384643899;0.0143728282
兴;xing1;77.0781328169;0.0142431151
派;pai4;77.1177960759;0.0141971212
孩;hai2;77.157392153;0.0141604295
验;yan4;77.1969479207;0.0140994488
责;ze2;77.236418419;0.0140570725
营;ying2;77.2758863333;0.0139754204
星;xing1;77.3153273748;0.0139418294
够;gou4;77.3546965831;0.0138741305
章;zhang1;77.3940228983;0.013851392
音;yin1;77.4333207903;0.0137413167
跟;gen1;77.4725747555;0.0137149607
志;zhi4;77.5118008144;0.0136994571
底;de;77.5509359191;0.0136772354
站;zhan4;77.5899025518;0.0136503626
严;yan2;77.6288051032;0.0136023016
巴;ba1;77.6675210951;0.013538737
例;li4;77.7060624136;0.0134576017
防;fang2;77.744541718;0.0134147085
族;zu2;77.7828737386;0.0133950707
供;gong1;77.8212026584;0.0133831846
效;xiao4;77.8594494095;0.0133289222
续;xu4;77.8976537841;0.01330515
施;shi1;77.935824051;0.0132400351
留;liu2;77.9736976831;0.0132214309
讲;jiang3;78.0115366907;0.0131940413
型;xing2;78.0493736311;0.0131532152
料;liao4;78.0869842196;0.0131289264
终;zhong1;78.1244681958;0.0131180738
答;da1;78.161894292;0.0130519253
紧;jin3;78.1992578573;0.0130204015
黄;huang2;78.2365692272;0.0129552866
绝;jue2;78.273815999;0.0129191116
奇;ji1;78.3109826691;0.0128617484
察;cha2;78.3481364196;0.0128477953
母;mu3;78.3850669189;0.0128059356
京;jing1;78.4218852758;0.0127728614
段;duan4;78.4586659074;0.012744955
依;yi1;78.495167475;0.01272325
批;pi1;78.5316421698;0.0126886254
群;qun2;78.5680543336;0.0126452154
项;xiang4;78.6044633967;0.012602839
故;gu4;78.6406729808;0.0125888859
按;an4;78.6768396716;0.0125397913
河;he2;78.7128528773;0.0124917303
米;mi3;78.7488562641;0.0124183468
围;wei2;78.7848456976;0.0124074943
江;jiang1;78.8208149766;0.0123754536
织;zhi1;78.8567222413;0.0123465137
害;hai4;78.8926191703;0.0123268759
斗;dou3;78.9285129986;0.012285533
双;shuang1;78.9643985584;0.0122193845
境;jing4;79.0002427753;0.0121578871
客;ke4;79.0359567624;0.0121444507
纪;ji4;79.071638192;0.0121335982
采;cai3;79.1072684599;0.0120741679
举;ju3;79.1428873585;0.0120085362
杀;sha1;79.178429773;0.0119764955
攻;gong1;79.2139572006;0.0118814071
父;fu4;79.249396258;0.0118535007
苏;su1;79.2847893215;0.0118007886
密;mi4;79.3201761836;0.0117728822
低;di1;79.3555366897;0.0117573786
朝;chao2;79.3908744572;0.0116994987
友;you3;79.4261171362;0.0116752097
诉;su4;79.4613344928;0.011595108
止;zhi3;79.4965182583;0.0115739198
细;xi4;79.5316157208;0.0115051875
愿;yuan4;79.5667131832;0.0114659118
千;qian1;79.6017734371;0.0114571264
值;zhi2;79.6367763278;0.0114199179
仍;reng2;79.6716541566;0.0113537694
男;nan2;79.7064880586;0.0113057084
钱;qian2;79.7412697653;0.0112757348
破;po4;79.7760328677;0.0112168213
网;wang3;79.8107184524;0.0110819405
热;re4;79.8453694124;0.0109046831
助;zhu4;79.879925284;0.0109031327
倒;dao3;79.9143607447;0.010851971
育;yu4;79.9487533122;0.0108411186
属;shu3;79.9830544087;0.0108318165
坐;zuo4;80.0173136457;0.0108095946
帝;di4;80.051439552;0.010799259
限;xian4;80.085556673;0.0107904736
船;chuan2;80.1196040281;0.0107625672
脸;lian3;80.1535707646;0.0107217412
职;zhi2;80.1873023639;0.010700553
速;su4;80.2209419755;0.0106876334
刻;ke4;80.254540761;0.010645257
乐;le4;80.2881137073;0.0105878938
否;fou3;80.321586914;0.0105739406
刚;gang1;80.354982603;0.0105279467
威;wei1;80.3883457345;0.0104860872
毛;mao2;80.421689745;0.0104633486
状;zhuang4;80.4550198022;0.0104426772
率;lu:4;80.4883281545;0.0104209722
甚;shen4;80.521628755;0.0103796294
独;du2;80.5548068774;0.0103651595
球;qiu2;80.5878361658;0.0103465552
般;ban1;80.6207755335;0.0102726549
普;pu3;80.6536275645;0.0102576682
怕;pa4;80.6864537562;0.0101822175
弹;dan4;80.7192267191;0.0101651636
校;jiao4;80.7518875396;0.0100855787
苦;ku3;80.7845452594;0.0100767934
创;chuang1;80.8171833414;0.0100695583
假;jia3;80.8495811183;0.0100276987
久;jiu3;80.8819256663;0.0099894567
错;cuo4;80.9141735755;0.0099677517
承;cheng2;80.9463615376;0.0099320935
印;yin4;80.9784947205;0.0099072878
晚;wan3;81.0106087823;0.0098581932
兰;lan2;81.0426241382;0.0098220183
试;shi4;81.0746193394;0.0097755076
股;gu3;81.1065881846;0.0097677559
拿;na2;81.1385244724;0.0097326145
脑;nao3;81.1703827256;0.0097233124
预;yu4;81.2021825821;0.0096690499
谁;shei2;81.2339793378;0.0096633652
益;yi4;81.2654494854;0.0096525128
阳;yang2;81.2969046462;0.0095961832
若;ruo4;81.3282921081;0.0095770621
哪;na3;81.3596651001;0.0095579411
微;wei1;81.3909223322;0.00953882
尼;ni2;81.4221743964;0.0095191822
继;ji4;81.4534026885;0.0094990276
送;song4;81.4845038515;0.0094240937
急;ji2;81.5155838263;0.0093765495
血;xie3;81.5465619944;0.0093548445
惊;jing1;81.5774264698;0.0093377906
伤;shang1;81.6082434009;0.0093233206
素;su4;81.6387854024;0.0093129849
药;yao4;81.669322236;0.0092871456
适;shi4;81.6997748336;0.0092726757
波;bo1;81.7301922899;0.0092628567
夜;ye4;81.7605994104;0.0092566553
省;sheng3;81.7909047243;0.0092344336
初;chu1;81.8211816149;0.0092075607
喜;xi3;81.8513871893;0.0091801712
卫;wei4;81.8815715754;0.009170869
源;yuan2;81.9116200471;0.0091569158
食;shi2;81.9416504313;0.0091341773
险;xian3;81.971648258;0.0091197073
待;dai1;82.001496217;0.0091021365
述;shu4;82.0313374578;0.0090618273
陆;liu4;82.0610164281;0.0090571763
习;xi2;82.0906432031;0.0090365049
置;zhi4;82.120231736;0.0090246188
居;ju1;82.1493303565;0.0089879271
劳;lao2;82.1783318215;0.0089440003
财;cai2;82.2072909101;0.0089212618
环;huan2;82.2362158909;0.008872684
排;pai2;82.2651238177;0.0088489119
福;fu2;82.29399712;0.0088447776
纳;na4;82.3227288231;0.0087543402
欢;huan1;82.3513039404;0.0087440045
雷;lei2;82.3798439162;0.0087171316
警;jing3;82.408364771;0.0086861245
获;huo4;82.4368210277;0.0086582181
模;mo2;82.4651878805;0.0086339293
充;chong1;82.4935139073;0.0085724318
负;fu4;82.5217386442;0.0085026659
云;yun2;82.5499086019;0.008458739
停;ting2;82.5780491028;0.0084313494
木;mu4;82.6061792681;0.0083900067
游;you2;82.634221063;0.0083615834
龙;long2;82.662214797;0.0083212742
树;shu4;82.6901403153;0.0083140392
疑;yi2;82.7180374105;0.0083037036
层;ceng2;82.7457913561;0.0082876832
冷;leng3;82.7734186894;0.0082577097
洲;zhou1;82.8010300024;0.008225669
