保	264	10325
治	265	10309
北	266	10282
造	267	10274
百	268	10246
規	269	10109
熱	270	10075
領	271	10071
七	272	10069
海	273	9985
口	274	9913
東	275	9909
導	276	9901
器	277	9863
壓	278	9758
世	279	9747
金	280	9728
增	281	9694
爭	282	9649
濟	283	9631
階	284	9631
油	285	9588
思	286	9583
術	287	9567
極	288	9554
交	289	9513
受	290	9502
幹	291	9456
聯	292	9442
認	293	9387
六	294	9343
共	295	9287
權	296	9231
收	297	9203
證	298	9142
改	299	9117
清	300	9081
志	301	9053
己	302	9051
美	303	9051
再	304	9046
轉	305	9015
更	306	8995
單	307	8945
風	308	8908
切	309	8890
打	310	8864
白	311	8855
教	312	8849
速	313	8847
花	314	8826
帶	315	8756
安	316	8746
場	317	8659
身	318	8622
車	319	8604
例	320	8600
真	321	8590
務	322	8583
具	323	8563
萬	324	8551
每	325	8521
目	326	8462
至	327	8425
達	328	8424
走	329	8419
積	330	8417
示	331	8408
議	332	8405
聲	333	8398
報	334	8349
鬥	335	8347
完	336	8336
類	337	8294
八	338	8286
離	339	8211
華	340	8116
名	341	8107
確	342	8082
科	343	8062
傳	344	8053
張	345	8053
才	346	8047
信	347	8037
馬	348	8025
節	349	8005
話	350	7968
米	351	7939
採	352	7906
整	353	7895
空	354	7886
元	355	7877
況	356	7840
今	357	7814
集	358	7774
溫	359	7766
土	360	7758
許	361	7732
步	362	7702
群	363	7702
石	364	7691
廣	365	7673
且	366	7656
記	367	7653
需	368	7638
段	369	7631
研	370	7621
界	371	7512
拉	372	7501
林	373	7495
律	374	7466
叫	375	7431
究	376	7418
觀	377	7415
越	378	7405
織	379	7367
裝	380	7355
影	381	7348
算	382	7324
低	383	7316
持	384	7278
音	385	7272
眾	386	7250
系	387	7224
書	388	7181
容	389	7130
兒	390	7024
際	391	6989
商	392	6948
非	393	6917
驗	394	6915
連	395	6896
斷	396	6894
率	397	6888
深	398	6870
難	399	6858
近	400	6851
須	401	6807
礦	402	6782
千	403	6761
省	404	6710
委	405	6705
素	406	6693
技	407	6690
備	408	6682
半	409	6674
辦	410	6658
青	411	6658
列	412	6614
習	413	6614
便	414	6601
響	415	6537
約	416	6531
支	417	6507
般	418	6504
史	419	6491
感	420	6482
勞	421	6475
團	422	6464
往	423	6460
酸	424	6456
稱	425	6429
市	426	6372
克	427	6367
何	428	6339
除	429	6317
消	430	6267
構	431	6263
府	432	6261
甚	433	6255
太	434	6228
精	435	6206
歷	436	6181
值	437	6179
係	438	6154
周	439	6152
什	440	6099
號	441	6047
族	442	5961
維	443	5959
劃	444	5942
選	445	5936
標	446	5931
寫	447	5928
存	448	5909
候	449	5888
親	450	5868
毛	451	5861
快	452	5856
查	453	5831
效	454	5817
斯	455	5813
院	456	5808
江	457	5767
型	458	5758
眼	459	5752
王	460	5750
按	461	5748
格	462	5741
養	463	5688
易	464	5678
置	465	5634
派	466	5629
層	467	5616
片	468	5616
始	469	5599
卻	470	5594
專	471	5592
狀	472	5592
育	473	5589
廠	474	5582
京	475	5573
識	476	5572
適	477	5554
參	478	5533
屬	479	5530
圓	480	5521
包	481	5506
火	482	5506
住	483	5483
滿	484	5431
縣	485	5404
局	486	5390
照	487	5387
準	488	5365
紅	489	5365
輕	490	5363
引	491	5341
細	492	5341
聽	493	5281
該	494	5274
鐵	495	5267
價	496	5256
嚴	497	5249
底	498	5213
首	499	5203
液	500	5171
官	501	5166
德	502	5159
隨	503	5154
病	504	5140
失	505	5120
爾	506	5119
死	507	5106
講	508	5095
呢	509	5091
蘇	510	5088
配	511	5084
女	512	5064
黃	513	5057
推	514	5054
顯	515	5042
談	516	5018
罪	517	5015
神	518	5012
藝	519	4987
席	520	4973
含	521	4965
企	522	4956
望	523	4938
密	524	4927
批	525	4904
營	526	4902
項	527	4901
防	528	4877
舉	529	4855
球	530	4797
英	531	4797
氧	532	4769
勢	533	4763
告	534	4752
李	535	4744
落	536	4730
布	537	4717
木	538	4716
幫	539	4710
輪	540	4693
破	541	4688
亞	542	4658
朝	543	4654
師	544	4649
圍	545	4629
遠	546	4624
字	547	4617
材	548	4611
注	549	4606
排	550	4604
供	551	4600
河	552	4596
態	553	4581
封	554	4576
另	555	4568
復	556	4563
施	557	4561
減	558	4553
樹	559	4552
溶	560	4551
怎	561	4550
止	562	4550
案	563	4540
台	564	4535
言	565	4535
士	566	4531
均	567	4508
武	568	4499
固	569	4492
葉	570	4477
魚	571	4475
波	572	4467
視	573	4464
僅	574	4462
差	575	4462
費	576	4441
降	577	4439
緊	578	4436
愛	579	4429
左	580	4399
章	581	4392
早	582	4390
害	583	4375
續	584	4366
服	585	4352
食	586	4337
試	587	4335
充	588	4325
兵	589	4307
源	590	4304
判	591	4300
似	592	4274
司	593	4262
護	594	4262
足	595	4237
某	596	4235
練	597	4226
略	598	4204
田	599	4193
黑	600	4158
犯	601	4155
負	602	4148
擊	603	4116
繼	604	4079
興	605	4065
堅	606	4043
輸	607	4040
曲	608	4024
修	609	4018
故	610	4010
城	611	3976
覺	612	3972
夫	613	3953
夠	614	3943
送	615	3938
笑	616	3931
船	617	3920
右	618	3914
財	619	3885
吃	620	3884
富	621	3882
春	622	3878
職	623	3851
漢	624	3842
畫	625	3833
功	626	3831
巴	627	3829
裡	628	3822
跟	629	3796
雖	630	3795
雜	631	3779
板	632	3775
飛	633	3764
佔	634	3756
曾	635	3744
樂	636	3725
致	637	3725
檢	638	3721
吸	639	3717
里	640	3717
助	641	3695
陽	642	3689
互	643	3685
初	644	3679
創	645	3676
抗	646	3665
考	647	3657
投	648	3656
壞	649	3653
策	650	3652
古	651	3647
徑	652	3640
換	653	3635
未	654	3635
跑	655	3619
留	656	3615
鋼	657	3607
端	658	3584
責	659	3584
站	660	3581
簡	661	3570
升	662	3564
述	663	3561
錢	664	3553
副	665	3550
盡	666	3548
帝	667	3547
射	668	3544
草	669	3539
範	670	3530
承	671	3527
獨	672	3523
令	673	3521
限	674	3518
阿	675	3503
宣	676	3467
環	677	3464
雙	678	3464
請	679	3461
超	680	3406
微	681	3391
讓	682	3382
控	683	3373
州	684	3362
良	685	3326
軸	686	3268
找	687	3266
否	688	3259
紀	689	3255
益	690	3247
依	691	3242
優	692	3234
頂	693	3231
礎	694	3228
載	695	3227
倒	696	3223
房	697	3220
突	698	3220
坐	699	3216
粉	700	3213
敵	701	3210
客	702	3198
袁	703	3197
冷	704	3192
勝	705	3178
絕	706	3176
析	707	3173
塊	708	3167
劑	709	3166
測	710	3164
絲	711	3160
協	712	3145
訴	713	3136
陳	714	3130
仍	715	3129
羅	716	3114
餘	717	3110
鹽	718	3092
友	719	3088
洋	720	3075
錯	721	3067
苦	722	3062
夜	723	3060
刑	724	3055
移	725	3041
模	726	3036
頻	727	3035
念	728	3023
逐	729	3020
靠	730	3014
混	731	3011
母	732	3004
短	733	2980
皮	734	2979
終	735	2977
聚	736	2964
汽	737	2960
村	738	2941
哪	739	2935
既	740	2926
衛	741	2913
距	742	2913
校	743	2912
停	744	2894
烈	745	2893
央	746	2886
察	747	2883
燒	748	2882
迅	749	2869
境	750	2861
若	751	2860
印	752	2853
洲	753	2850
刻	754	2848
括	755	2842
激	756	2815
孔	757	2814
搞	758	2804
室	759	2793
待	760	2789
核	761	2787
散	762	2780
侵	763	2777
吧	764	2768
甲	765	2763
久	766	2747
菜	767	2744
味	768	2743
舊	769	2742
湖	770	2741
貨	771	2735
彈	772	2725
損	773	2724
預	774	2723
阻	775	2711
毫	776	2701
乙	777	2700
普	778	2700
穩	779	2700
媽	780	2697
植	781	2697
息	782	2687
擴	783	2683
銀	784	2680
語	785	2679
揮	786	2677
酒	787	2677
雲	788	2677
守	789	2674
拿	790	2668
序	791	2666
紙	792	2657
醫	793	2652
熟	794	2650
缺	795	2648
雨	796	2644
嗎	797	2637
針	798	2636
劉	799	2631
啊	800	2625
急	801	2621
唱	802	2615
訓	803	2607
誤	804	2607
願	805	2594
審	806	2578
血	807	2573
附	808	2573
茶	809	2571
鮮	810	2571
糧	811	2570
斤	812	2569
孩	813	2563
脫	814	2560
硫	815	2550
善	816	2546
肥	817	2546
演	818	2542
龍	819	2542
父	820	2529
漸	821	2514
歡	822	2505
掌	823	2500
械	824	2500
歌	825	2496
沙	826	2494
獲	827	2492
著	828	2486
剛	829	2480
製	830	2479
攻	831	2474
謂	832	2472
盾	833	2471
討	834	2471
晚	835	2451
佈	836	2449
粒	837	2445
亂	838	2443
燃	839	2441
矛	840	2426
乎	841	2419
殺	842	2417
複	843	2417
藥	844	2407
寧	845	2404
魯	846	2392
貴	847	2388
煤	848	2384
伯	849	2380
讀	850	2378
班	851	2375
句	852	2365
香	853	2363
迫	854	2360
介	855	2359
豐	856	2346
培	857	2345
握	858	2343
蘭	859	2340
弦	860	2339
擔	861	2339
蛋	862	2338
沉	863	2331
假	864	2329
執	865	2328
穿	866	2328
答	867	2326
誰	868	2325
順	869	2320
煙	870	2314
縮	871	2310
臉	872	2306
喜	873	2305
腳	874	2283
異	875	2278
免	876	2277
困	877	2271
背	878	2270
星	879	2266
福	880	2264
買	881	2261
染	882	2258
井	883	2250
概	884	2247
慢	885	2246
怕	886	2243
游	887	2243
磁	888	2242
倍	889	2240
祖	890	2239
皇	891	2211
薄	892	2207
促	893	2204
靜	894	2203
補	895	2202
評	896	2197
鐘	897	2196
翻	898	2195
肉	899	2195
踐	900	2188
尼	901	2184
衣	902	2179
寬	903	2175
揚	904	2175
棉	905	2173
希	906	2171
傷	907	2168
操	908	2165
藏	909	2155
垂	910	2152
宜	911	2152
秋	912	2152
氫	913	2151
露	914	2149
套	915	2146
督	916	2136
筆	917	2136
振	918	2130
亮	919	2124
憲	920	2124
末	921	2124
架	922	2124
慶	923	2121
綠	924	2117
編	925	2116
牛	926	2111
映	927	2105
觸	928	2105
銷	929	2097
雷	930	2097
座	931	2093
詩	932	2093
居	933	2091
抓	934	2090
裂	935	2088
胞	936	2087
呼	937	2078
娘	938	2075
景	939	2074
盟	940	2070
威	941	2068
晶	942	2065
厚	943	2063
衡	944	2057
孫	945	2056
延	946	2056
雞	947	2056
危	948	2052
膠	949	2051
屋	950	2050
鄉	951	2049
沖	952	2044
臨	953	2037
陸	954	2036
顧	955	2031
掉	956	2027
呀	957	2017
奇	958	2004
燈	959	2003
歲	960	2000
措	961	1998
束	962	1997
耐	963	1994
劇	964	1991
玉	965	1990
趙	966	1986
跳	967	1985
哥	968	1984
季	969	1982
課	970	1982
凱	971	1981
額	972	1978
齊	973	1978
款	974	1974
紹	975	1972
偉	976	1960
蒸	977	1960
永	978	1949
殖	979	1946
宗	980	1944
苗	981	1943
川	982	1941
爐	983	1940
弱	984	1925
楊	985	1923
零	986	1923
奏	987	1922
沿	988	1917
岩	989	1914
探	990	1911
滑	991	1910
鎮	992	1908
飯	993	1896
濃	994	1893
航	995	1892
懷	996	1886
趕	997	1880
庫	998	1879
奪	999	1876
伊	1000	1866
稅	1001	1853
靈	1002	1853
途	1003	1847
滅	1004	1845
賽	1005	1845
召	1006	1840
歸	1007	1840
鼓	1008	1838
播	1009	1837
盤	1010	1834
裁	1011	1830
險	1012	1828
康	1013	1825
唯	1014	1819
錄	1015	1816
菌	1016	1813
純	1017	1810
蓋	1018	1807
橫	1019	1803
繫	1020	1803
私	1021	1801
符	1022	1801
努	1023	1799
堂	1024	1793
域	1025	1791
糖	1026	1789
槍	1027	1788
潤	1028	1787
幅	1029	1783
哈	1030	1781
竟	1031	1779
澤	1032	1765
腦	1033	1764
壤	1034	1763
碳	1035	1759
歐	1036	1758
側	1037	1757
遍	1038	1757
寨	1039	1756
干	1040	1750
敢	1041	1750
徹	1042	1747
惡	1043	1745
慮	1044	1745
斜	1045	1740
庭	1046	1738
納	1047	1736
于	1048	1727
塞	1049	1725
折	1050	1722
飼	1051	1722
伸	1052	1720
濕	1053	1716
麥	1054	1716
荷	1055	1714
暗	1056	1706
瓦	1057	1705
床	1058	1691
卡	1059	1690
築	1060	1690
戶	1061	1688
塔	1062	1687
訪	1063	1687
透	1064	1686
刀	1065	1680
旋	1066	1679
借	1067	1676
氯	1068	1676
遇	1069	1676
份	1070	1673
毒	1071	1668
泥	1072	1667
退	1073	1666
洗	1074	1663
蟲	1075	1663
擺	1076	1660
灰	1077	1656
彩	1078	1649
賣	1079	1649
圈	1080	1648
耗	1081	1648
夏	1082	1645
擇	1083	1634
忙	1084	1632
獻	1085	1632
銅	1086	1632
硬	1087	1631
予	1088	1618
削	1089	1617
卷	1090	1617
繁	1091	1617
雪	1092	1611
亦	1093	1605
函	1094	1605
抽	1095	1604
篇	1096	1596
陣	1097	1593
陰	1098	1591
丁	1099	1586
尺	1100	1585
追	1101	1585
堆	1102	1580
盛	1103	1578
雄	1104	1578
迎	1105	1576
泛	1106	1575
樓	1107	1571
爸	1108	1571
避	1109	1565
謀	1110	1560
噸	1111	1558
野	1112	1556
豬	1113	1553
旗	1114	1549
偏	1115	1548
典	1116	1544
館	1117	1541
索	1118	1539
秦	1119	1537
脂	1120	1535
潮	1121	1533
爺	1122	1533
忽	1123	1523
塑	1124	1520
遺	1125	1520
松	1126	1518
累	1127	1518
愈	1128	1517
朱	1129	1517
替	1130	1516
纖	1131	1508
豆	1132	1508
傾	1133	1507
粗	1134	1507
尚	1135	1499
痛	1136	1499
楚	1137	1497
驚	1138	1497
壁	1139	1496
衝	1140	1495
謝	1141	1493
奮	1142	1492
購	1143	1491
磨	1144	1489
君	1145	1486
池	1146	1484
旁	1147	1483
碎	1148	1482
骨	1149	1476
徵	1150	1469
監	1151	1466
捕	1152	1461
弟	1153	1460
胡	1154	1460
暴	1155	1458
割	1156	1452
殊	1157	1451
貫	1158	1451
釋	1159	1450
托	1160	1449
詞	1161	1449
頓	1162	1448
寶	1163	1446
午	1164	1443
塵	1165	1441
聞	1166	1440
揭	1167	1438
炮	1168	1438
殘	1169	1434
橋	1170	1431
婦	1171	1428
綜	1172	1428
警	1173	1428
招	1174	1426
吳	1175	1423
付	1176	1422
浮	1177	1420
遭	1178	1418
徐	1179	1417
冬	1180	1414
您	1181	1414
搖	1182	1413
谷	1183	1412
箱	1184	1405
隔	1185	1404
訂	1186	1403
男	1187	1402
吹	1188	1400
園	1189	1394
柱	1190	1393
唐	1191	1389
紛	1192	1389
敗	1193	1382
嘴	1194	1378
宋	1195	1376
玻	1196	1371
巨	1197	1368
耕	1198	1366
坦	1199	1362
榮	1200	1361
灣	1201	1359
閉	1202	1359
鍵	1203	1357
剝	1204	1353
凡	1205	1351
並	1206	1350
駐	1207	1349
救	1208	1346
鍋	1209	1346
恩	1210	1342
凝	1211	1339
堿	1212	1337
齒	1213	1336
截	1214	1333
跡	1215	1328
麻	1216	1328
禁	1217	1327
紡	1218	1327
廢	1219	1324
版	1220	1318
緩	1221	1315
淨	1222	1313
睛	1223	1307
昌	1224	1306
婚	1225	1305
涉	1226	1301
筒	1227	1301
插	1228	1294
岸	1229	1289
朗	1230	1289
莊	1231	1281
街	1232	1280
姑	1233	1276
貿	1234	1273
奴	1235	1270
煉	1236	1270
腐	1237	1270
啦	1238	1269
慣	1239	1267
乘	1240	1265
恢	1241	1262
勻	1242	1261
梁	1243	1254
紗	1244	1252
辯	1245	1242
耳	1246	1240
彪	1247	1237
抵	1248	1236
臣	1249	1236
億	1250	1234
脈	1251	1234
璃	1252	1230
秀	1253	1229
薩	1254	1228
俄	1255	1227
網	1256	1225
舞	1257	1225
店	1258	1223
噴	1259	1222
縱	1260	1222
寸	1261	1221
童	1262	1221
汗	1263	1220
洪	1264	1217
賀	1265	1213
閃	1266	1213
掛	1267	1212
柬	1268	1211
爆	1269	1210
烯	1270	1207
勒	1271	1203
津	1272	1202
軋	1273	1202
稻	1274	1200
軟	1275	1199
勇	1276	1197
像	1277	1194
杆	1278	1194
厘	1279	1193
滾	1280	1193
蒙	1281	1193
芳	1282	1192
肯	1283	1191
坡	1284	1190
腿	1285	1183
儀	1286	1181
旅	1287	1180
尾	1288	1177
伙	1289	1175
蕩	1290	1172
冰	1291	1170
貢	1292	1168
登	1293	1167
黎	1294	1167
鑽	1295	1164
秘	1296	1163
逃	1297	1160
障	1298	1160
氨	1299	1156
湯	1300	1152
郭	1301	1151
亡	1302	1149
峰	1303	1148
幣	1304	1147
港	1305	1147
伏	1306	1146
夢	1307	1145
畝	1308	1145
軌	1309	1145
畢	1310	1144
擦	1311	1143
莫	1312	1143
刺	1313	1142
浪	1314	1142
援	1315	1141
株	1316	1140
健	1317	1139
售	1318	1134
股	1319	1133
采	1320	1129
島	1321	1127
泡	1322	1127
甘	1323	1127
睡	1324	1127
鑄	1325	1123
休	1326	1117
閥	1327	1117
牧	1328	1112
繞	1329	1110
哲	1330	1108
炸	1331	1108
磷	1332	1106
朋	1333	1104
績	1334	1104
淡	1335	1103
啟	1336	1101
尖	1337	1101
陷	1338	1101
柴	1339	1100
呈	1340	1099
徒	1341	1096
顏	1342	1094
淚	1343	1087
稍	1344	1087
忘	1345	1080
扎	1346	1079
泵	1347	1079
藍	1348	1079
拖	1349	1078
洞	1350	1076
弄	1351	1074
授	1352	1074
鏡	1353	1073
埔	1354	1067
壯	1355	1066
辛	1356	1066
鋒	1357	1064
虛	1358	1060
貧	1359	1060
佛	1360	1054
彎	1361	1052
摩	1362	1051
泰	1363	1051
匯	1364	1050
幼	1365	1049
尊	1366	1045
廷	1367	1045
窗	1368	1038
綱	1369	1038
氏	1370	1035
隸	1371	1035
疑	1372	1034
宮	1373	1028
姐	1374	1027
震	1375	1027
瑞	1376	1026
怪	1377	1025
尤	1378	1023
夾	1379	1022
循	1380	1022
琴	1381	1022
描	1382	1021
膜	1383	1020
違	1384	1019
珠	1385	1018
緣	1386	1018
腰	1387	1018
枝	1388	1015
森	1389	1015
窮	1390	1015
竹	1391	1015
溝	1392	1013
催	1393	1012
憶	1394	1011
繩	1395	1011
邦	1396	1008
剩	1397	1006
欄	1398	1005
漿	1399	1005
擁	1400	1001
牙	1401	999
貯	1402	999
禮	1403	998
濾	1404	997
鈉	1405	997
紋	1406	991
咱	1407	989
拍	1408	986
罷	1409	986
幸	1410	980
喊	1411	976
袖	1412	976
埃	1413	975
勤	1414	973
焦	1415	972
罰	1416	972
伍	1417	971
潛	1418	971
墨	1419	970
縫	1420	966
姓	1421	961
刊	1422	960
畜	1423	959
飽	1424	959
獎	1425	956
鋁	1426	956
余	1427	955
鬼	1428	954
麗	1429	953
挖	1430	952
跨	1431	952
默	1432	952
鏈	1433	950
仿	1434	949
掃	1435	947
喝	1436	946
袋	1437	941
殼	1438	939
炭	1439	939
幕	1440	937
諸	1441	937
弧	1442	935
污	1443	933
勵	1444	928
梅	1445	922
奶	1446	920
潔	1447	919
災	1448	919
舟	1449	919
鑒	1450	918
苯	1451	917
訟	1452	917
抱	1453	916
毀	1454	916
懂	1455	913
寒	1456	909
智	1457	907
寄	1458	904
屆	1459	903
躍	1460	903
挑	1461	902
渡	1462	902
丹	1463	900
艱	1464	900
貝	1465	897
拔	1466	896
爹	1467	896
戴	1468	894
碼	1469	889
芽	1470	888
碰	1471	883
赤	1472	883
漁	1473	882
哭	1474	880
鉛	1475	880
敬	1476	879
顆	1477	878
奔	1478	877
欲	1479	875
仲	1480	871
柯	1481	871
稀	1482	870
虎	1483	870
妹	1484	868
乏	1485	867
珍	1486	866
桌	1487	865
申	1488	865
遵	1489	865
允	1490	864
螺	1491	863
隆	1492	863
倉	1493	860
魏	1494	860
曉	1495	857
銳	1496	857
征	1497	856
兼	1498	853
氮	1499	853
隱	1500	853
牆	1501	852
礙	1502	852
赫	1503	852
忠	1504	851
撥	1505	851
准	1506	850
肅	1507	850
缸	1508	849
搶	1509	848
牽	1510	848
博	1511	846
巧	1512	846
兄	1513	844
杜	1514	843
訊	1515	843
誠	1516	842
碧	1517	841
祥	1518	841
頁	1519	839
巡	1520	838
矩	1521	837
尋	1522	835
悲	1523	835
灌	1524	835
齡	1525	835
倫	1526	834
票	1527	834
桂	1528	830
聖	1529	830
恰	1530	829
恐	1531	829
鄭	1532	827
趣	1533	825
抬	1534	824
荒	1535	822
貼	1536	822
騰	1537	822
柔	1538	821
滴	1539	819
呵	1540	818
猛	1541	818
輛	1542	815
闊	1543	815
勁	1544	809
妻	1545	807
填	1546	806
撤	1547	804
儲	1548	803
舍	1549	800
淺	1550	799
鬧	1551	798
擾	1552	796
紫	1553	796
讚	1554	796
砂	1555	795
戲	1556	794
遞	1557	794
吊	1558	793
陶	1559	793
伐	1560	792
療	1561	789
瓶	1562	788
婆	1563	787
臂	1564	787
撫	1565	785
摸	1566	784
忍	1567	783
蝦	1568	783
胸	1569	780
鄰	1570	780
偶	1571	779
擠	1572	779
棄	1573	779
鞏	1574	779
鋪	1575	777
乳	1576	776
槽	1577	776
鬆	1578	776
仁	1579	775
吉	1580	775
鄧	1581	775
熔	1582	774
爛	1583	774
磚	1584	774
租	1585	773
簽	1586	772
烏	1587	770
艦	1588	769
伴	1589	767
瓜	1590	767
丙	1591	765
暫	1592	762
燥	1593	762
譜	1594	761
橡	1595	760
暖	1596	756
柳	1597	756
牌	1598	756
秧	1599	756
縴	1600	756
迷	1601	756
膽	1602	755
詳	1603	755
簧	1604	753
踏	1605	753
呆	1606	751
瓷	1607	750
賓	1608	743
洛	1609	740
糊	1610	740
憤	1611	736
競	1612	736
隙	1613	733
怒	1614	732
粘	1615	731
乃	1616	730
緒	1617	730
肩	1618	729
籍	1619	727
輝	1620	727
敏	1621	725
熙	1622	722
皆	1623	721
桿	1624	717
偵	1625	716
懸	1626	714
掘	1627	712
享	1628	711
糾	1629	710
醒	1630	709
狂	1631	708
鎖	1632	708
恨	1633	707
牲	1634	707
霸	1635	705
誌	1636	704
爬	1637	700
賞	1638	699
玩	1639	698
逆	1640	698
陵	1641	696
祝	1642	694
浙	1643	693
秒	1644	693
貌	1645	692
役	1646	691
彼	1647	690
悉	1648	689
冒	1649	687
鴨	1650	687
蠟	1651	686
趨	1652	685
塗	1653	684
鳳	1654	684
晨	1655	683
輩	1656	680
秩	1657	679
卵	1658	678
署	1659	678
梯	1660	675
炎	1661	675
灘	1662	674
篩	1663	673
驅	1664	673
峽	1665	672
啥	1666	670
壽	1667	670
譯	1668	670
浸	1669	667
泉	1670	665
帽	1671	664
硅	1672	663
遲	1673	663
疆	1674	662
棋	1675	661
貸	1676	661
漏	1677	660
冠	1678	659
嫩	1679	659
稿	1680	659
脅	1681	659
芯	1682	659
牢	1683	657
叛	1684	656
蝕	1685	656
奧	1686	655
鳴	1687	654
嶺	1688	652
羊	1689	652
憑	1690	647
串	1691	646
塘	1692	646
繪	1693	645
融	1694	645
酵	1695	645
盆	1696	643
錫	1697	643
廟	1698	641
凍	1699	640
攝	1700	640
籌	1701	640
輔	1702	640
襲	1703	639
拒	1704	637
筋	1705	637
僚	1706	634
旱	1707	627
鉀	1708	627
漆	1709	626
鳥	1710	626
眉	1711	624
添	1712	623
疏	1713	623
棒	1714	622
穗	1715	621
埋	1716	618
硝	1717	618
韓	1718	617
僑	1719	616
扭	1720	616
逼	1721	616
挺	1722	614
涼	1723	614
栽	1724	613
碗	1725	613
炒	1726	612
杯	1727	611
勸	1728	610
患	1729	610
贊	1730	610
餾	1731	610
豪	1732	609
遼	1733	609
勃	1734	608
鴻	1735	607
吏	1736	606
旦	1737	606
拜	1738	605
狗	1739	605
輥	1740	602
掩	1741	601
飲	1742	601
搬	1743	600
罵	1744	598
勾	1745	596
辭	1746	596
扣	1747	595
丈	1748	594
估	1749	594
絨	1750	594
蔣	1751	594
霧	1752	594
麵	1753	593
姆	1754	592
擬	1755	592
朵	1756	592
宇	1757	590
輯	1758	589
陝	1759	588
番	1760	587
雕	1761	587
償	1762	586
蓄	1763	586
剪	1764	583
崇	1765	583
倡	1766	581
咬	1767	581
廳	1768	581
薯	1769	579
駛	1770	579
刷	1771	578
斥	1772	576
賦	1773	576
奉	1774	575
扇	1775	574
曼	1776	574
沈	1777	574
漫	1778	574
澆	1779	574
鈣	1780	573
桃	1781	572
仔	1782	569
扶	1783	569
俗	1784	568
返	1785	568
虧	1786	567
腔	1787	565
鞋	1788	565
